Name,Country,DoB,PlayerId
Héctor Peña,Spain,23/06/1984,18968
Héctor Pizana,Spain,7/2/95,18969
Héctor Quiñónes,Colombia,17/03/1992,18970
Héctor Reynoso,Mexico,3/10/80,18971
Héctor Reynoso,Mexico,9/4/97,18972
Héctor Rodas,Spain,7/3/88,18973
Héctor Ruiz,Spain,28/03/1981,18974
Héctor Sánchez Cabrera,Spain,31/03/1985,18975
Héctor Simón,Spain,13/03/1984,18976
Héctor Verdés,Spain,24/06/1984,18977
Héctor Villalba,Paraguay,26/07/1994,18978
Héctor Yazalde,Argentina,29/05/1946,18979
Héctor Yuste Canton,Spain,12/1/88,18980
Hedgardo Marín,Mexico,21/02/1993,18981
Hedwiges Maduro,Netherlands,13/02/1985,18982
Hegoi García,Spain,TBD,18983
Heidar Helguson,Iceland,22/08/1977,18984
Heidi Taboubi,France,24/02/1983,18985
Heikki Kangaskorpi,Finland,10/7/50,18986
Heikki Suhonen,Finland,21/06/1951,18987
Heikki Turunen,Finland,20/03/1959,18988
Heiko Butscher,Germany,28/07/1980,18989
Heiko Munch,Germany,18/02/1963,18990
Heiko Scholz,Germany,7/1/66,18991
Heiko Westermann,Germany,14/08/1983,18992
Heimir Karlsson,Iceland,18/03/1961,18993
Heine Fernandez,Denmark,14/07/1966,18994
Heiner Mora,Costa Rica,20/06/1984,18995
Heiner Thomas,Germany,12/12/58,18996
Heini Otto,Netherlands,24/08/1954,18997
Heinrich Kerscher,Germany,17/09/1961,18998
Heinrich Schmidtgal,Kazakhstan,20/11/1985,18999
Heinz,Dominican Republic,21/07/1987,19000
Heinz Arzberger,Austria,27/08/1972,19001
Heinz Flohe,Germany,28/01/1948,19002
Heinz Gründel,Germany,13/02/1957,19003
Heinz Hermann,Switzerland,28/03/1958,19004
Heinz Hildebrandt,Denmark,13/02/1943,19005
Heinz Libuda,Germany,8/8/44,19006
Heinz Lindner,Austria,17/07/1990,19007
Heinz Lüdi,Switzerland,8/10/58,19008
Heinz Michallik,Germany,21/07/1947,19009
Heinz Peischl,Austria,9/12/63,19010
Heinz Rebmann,Switzerland,4/12/50,19011
Heinz Rother,Germany,12/5/63,19012
Heinz Simmet,Germany,22/11/1944,19013
Heinz Singerl,Austria,28/01/1954,19014
Heinz Stickel,Germany,9/5/49,19015
Heinz Stuy,Netherlands,6/2/45,19016
Heinz Toppmöller,Germany,16/03/1950,19017
Heinz Wilhelmi,Germany,19/08/1954,19018
Heinz Wroblewski,Germany,23/05/1952,19019
Heinz-Dieter Schmitz,Germany,6/9/50,19020
Heinz-Josef Koitka,Germany,12/2/52,19021
Heinz-Jürgen Henkes,Germany,2/5/49,19022
Heinz-Rudolf Weiler,Germany,6/7/55,19023
Heinz-Werner Eggeling,Germany,17/04/1955,19024
Heitor,Brazil,2/9/99,19025
Hektor Idrizaj,Albania,15/04/1989,19026
Hekuran Kryeziu,Kosovo,12/2/93,19027
Helcinho,Brazil,TBD,19028
Helder,Portugal,21/03/1971,19029
Hélder Barbosa,Portugal,25/05/1987,19030
Hélder Cabral,Portugal,7/5/84,19031
Hélder Costa,Portugal,25,19032
Hélder Ferreira,Portugal,5/4/97,19033
Hélder Lopes,Portugal,4/1/89,19034
Hélder Postiga,Portugal,2/8/82,19035
Hélder Rosario,Portugal,9/3/80,19036
Hélder Sousa,Portugal,13/10/1977,19037
Héldon,Cape Verde,14/11/1988,19038
Helen Alderson,England,5/7/89,19039
Helge Karlsen,Norway,29/06/1948,19040
Helge Östvold,Norway,14/07/1948,19041
Helge Payer,Austria,9/8/79,19042
Helge Skuseth,Norway,29/04/1953,19043
Helge Torjussen,Norway,4/7/57,19044
Helibelton Palacios,Colombia,11/6/93,19045
Helio,Hong Kong,31/01/1986,19046
Helio Andre,Angola,3/12/92,19047
Helio Pinto,Portugal,29/02/1984,19048
Helios Sessolo,Switzerland,26/05/1993,19049
Helmer Galeano,Spain,TBD,19050
Helmut Binder,Austria,1/1/57,19051
Helmut Graf,Germany,8/2/63,19052
Helmut Kirisits,Austria,12/5/54,19053
Helmut Köglberger,Austria,12/1/46,19054
Helmut Kremers,Germany,24/03/1949,19055
Helmut Maurer,Austria,7/11/45,19056
Helmut Müller,Germany,12/4/53,19057
Helmut Nickel,Germany,12/5/56,19058
Helmut Roleder,Germany,9/10/53,19059
Helmut Wartinger,Austria,13/09/1959,19060
Helmut Weigl,Austria,16/02/1952,19061
Helmuth Graf,Germany,8/2/63,19062
Helmuth Nandlstadt,Austria,17/07/1945,19063
Helton,Brazil,18/05/1978,19064
Helwig Lintner,Austria,29/07/1956,19065
Hen Ezra,Israel,19/01/1989,19066
Henares,Spain,7/4/93,19067
Hendrick Zuck,Germany,21/07/1990,19068
Hendrik Bonmann,Germany,22/01/1994,19069
Hendrik Hansen,Germany,4/11/94,19070
Hendrik Helmke,Germany,13/07/1987,19071
Hendrik Lohmar,Germany,23/06/1996,19072
Hendrik van Crombrugge,Belgium,30/04/1993,19073
Hendry Thomas,Honduras,23/02/1985,19074
Henk Bos,Netherlands,12/11/92,19075
Henk Duut,Netherlands,14/01/1964,19076
Henk Fraser,Netherlands,7/7/66,19077
Henk Houwaart,Belgium,1/3/67,19078
Henk Houwaart,Netherlands,31/08/1945,19079
Henk Timmer,Netherlands,3/12/71,19080
Henk van der Vlag,Netherlands,1/6/50,19081
Henk van Rijnsoever,Netherlands,6/11/52,19082
Henk van Santen,Netherlands,11/1/55,19083
Henk van Schaik,Netherlands,20/01/1998,19084
Henk van Stee,Netherlands,17/12/1961,19085
Henk Veerman,Netherlands,26/02/1991,19086
Henk Wery,Netherlands,10/6/43,19087
Henning Aamodt,Norway,6/7/52,19088
Henning Berg,Norway,1/9/69,19089
Henning Boel,Denmark,15/08/1945,19090
Henning Hansen,Denmark,TBD,19091
Henning Hansen,Denmark,21/10/1948,19092
Henning Hauger,Norway,17/07/1985,19093
Henning Jensen,Denmark,17/08/1949,19094
Henning Rakel,Germany,4/11/91,19095
Hennos Asmelash,Netherlands,1/7/99,19096
Henny Ardesch,Netherlands,29/10/1943,19097
Henoc Mukendi,Congo,20/11/1993,19098
Henok Goitom,Eritrea,22/09/1984,19099
Henri Anier,Estonia,17/12/1990,19100
Henri Auge,France,2/12/41,19101
Henri Bedimo,Cameroon,4/6/84,19102
Henri Bienvenu,Cameroon,5/7/88,19103
Henri Bossi,Luxembourg,20/02/1959,19104
Henri Camara,Senegal,10/5/77,19105
Henri Depireux,Belgium,1/2/44,19106
Henri Fulton,England,TBD,19107
Henri Heeren,Netherlands,25/10/1974,19108
Henri Lansbury,England,12/10/90,19109
Henri Malabave,France,9/5/50,19110
Henri Ogunby,England,28/01/2001,19111
Henri Saivet,Senegal,26/10/1990,19112
Henri Toivomäki,Finland,21/02/1991,19113
Henri Weigelt,Germany,17/01/1998,19114
Henri Wilder,England,TBD,19115
Henri Zambelli,France,9/2/57,19116
Henrich Ravas,Slovakia,16/08/1997,19117
Henrico Drost,Netherlands,21/01/1987,19118
Henrik Bellman,Sweden,TBD,19119
Henrik Bjørdal,Norway,4/2/97,19120
Henrik Breimyr,Norway,20/07/1993,19121
Henrik Christensen,Denmark,14/09/1961,19122
Henrik Dalsgaard,Denmark,27/07/1989,19123
Henrik Dettmann,Germany,13/03/1990,19124
Henrik Eigenbröd,Denmark,19/05/1956,19125
Henrik Gulden,Norway,29/12/1995,19126
Henrik Ipsen,Denmark,30/06/1973,19127
Henrik Jensen,Denmark,25/10/1959,19128
Henrik Jespersen,Denmark,7/11/67,19129
Henrik Kildentoft,Denmark,18/03/1985,19130
Henrik Kjelsrud Johansen,Norway,22/03/1993,19131
Henrik Larsen,Denmark,17/05/1966,19132
Henrik Larsson,Sweden,20/09/1971,19133
Henrik Loholt Kristiansen,Norway,4/4/99,19134
Henrik Mortensen,Denmark,12/2/68,19135
Henrik Ojamaa,Estonia,20/05/1991,19136
Henrik Pedersen,Denmark,10/6/75,19137
Henrik Robstad,Norway,12/5/91,19138
Henrik Tune Hansen,Denmark,1/1/55,19139
Henrik Udahl,Norway,12/1/97,19140
Henrikh Mkhitaryan,Armenia,30,19141
Henrique,Brazil,14/10/1986,19142
Henrique,Brazil,2/5/83,19143
Henrique,Brazil,16/05/1985,19144
Henrique,Brazil,9/5/85,19145
Henrique Almeida,Brazil,27/05/1991,19146
Henrique Dourado,Brazil,15/09/1989,19147
Henrique Hilario,Portugal,21/10/1975,19148
Henrique Luvannor,Moldova,19/05/1990,19149
Henrique Mepomoceno,Brazil,4/2/98,19150
Henrique Miranda,Brazil,10/5/93,19151
Henrique Sereno,Portugal,18/05/1985,19152
Henry Bronkhorst,South Africa,15/10/1957,19153
Henry Cameron,New Zealand,28/06/1997,19154
Henry Charsley,Ireland,1/11/96,19155
Henry Cowans,England,6/9/95,19156
Henry Fa'arodo,Solomon Islands,5/10/82,19157
Henry Forssell,Finland,25/12/1947,19158
Henry Giménez,Uruguay,13/03/1986,19159
Henry Hall,Scotland,22/04/1945,19160
Henry Hazel,England,TBD,19161
Henry Hore,Australia,17/08/1999,19162
Henry Jones,Wales,18/09/1993,19163
Henry Kendrick,England,3/12/00,19164
Henry Landers,England,14/10/1997,19165
Henry Lawrence,England,21/09/2001,19166
Henry León,Ecuador,20/04/1983,19167
Henry Martín,Mexico,18/11/1992,19168
Henry McStay,Northern Ireland,6/3/85,19169
Henry Nash,England,TBD,19170
Henry Newton,England,18/02/1944,19171
Henry Ochieng,England,11/11/98,19172
Henry Onyekuru,Nigeria,5/6/97,19173
Henry Opoku,Netherlands,8/7/91,19174
Henry Pollock,England,10/12/98,19175
Henry Rollinson,England,TBD,19176
Henry Warne,England,TBD,19177
Henry Wingo,United States,4/10/95,19178
Henry Wise,England,1/1/00,19179
Henry Woods,England,7/9/99,19180
Henry Woods,England,TBD,19181
Henryk Gdawiec,Poland,7/4/50,19182
Henryk Janikowski,Poland,22/11/1954,19183
Henryk Kasperczak,Poland,10/7/46,19184
Henryk Kowalczyk,Poland,12/7/51,19185
Henryk Maculewicz,Poland,24/04/1950,19186
Henryk Szymanowski,Poland,11/4/52,19187
Heorhii Tsitaishvili,Ukraine,18/11/2000,19188
Heradi Rashidi,Sweden,24/07/1994,19189
Herbert Bockhorn,Germany,31/01/1995,19190
Herbert Büssers,Germany,30/10/1949,19191
Herbert Dimmeler,Switzerland,21/06/1942,19192
Herbert Gronen,Germany,13/01/1944,19193
Herbert Hein,Germany,27/03/1954,19194
Herbert Hermann,Switzerland,14/04/1956,19195
Herbert Lütkebohmert,Germany,24/03/1948,19196
Herbert Mühlenberg,Germany,23/04/1949,19197
Herbert Neumann,Germany,14/11/1953,19198
Herbert Oberhofer,Austria,16/11/1955,19199
Herbert Paul,Germany,11/2/94,19200
Herbert Prohaska,Austria,8/8/55,19201
Herbert Rettensteiner,Austria,26/08/1946,19202
Herbert Scheller,Germany,19/05/1948,19203
Herbert Schröder,Germany,22/12/1945,19204
Herbert Wimmer,Germany,9/11/44,19205
Herbert Zimmermann,Germany,1/7/54,19206
Herbie Kane,England,23/11/1998,19207
Hérculez Gómez,United States,6/4/82,19208
Hérita Ilunga,Congo,25/02/1982,19209
Herman Stengel,Norway,26/08/1995,19210
Herman Verrips,Netherlands,18/08/1962,19211
Hermann Bitz,Germany,21/09/1950,19212
Hermann Hreidarsson,Iceland,11/7/74,19213
Hermann Knöppel,Germany,15/10/1956,19214
Hermann Ohlicher,Germany,2/11/49,19215
Hermann Ollinger,Austria,1/7/55,19216
Hermes,Spain,24/08/1979,19217
Hernán Barcos,Argentina,11/4/84,19218
Hernán Bernardello,Argentina,3/8/86,19219
Hernán Crespo,Argentina,5/7/75,19220
Hernan Espindola,Australia,19/10/1994,19221
Hernán Figueredo,Uruguay,15/05/1985,19222
Hernán Grana,Argentina,12/4/85,19223
Hernan Losada,Argentina,9/5/82,19224
Hernán Menosse,Uruguay,28/04/1987,19225
Hernán Novick,Uruguay,13/12/1988,19226
Hernán Pellerano,Argentina,4/6/84,19227
Hernán Pérez,Paraguay,25/02/1989,19228
Hernán Pertuz,Colombia,31/03/1989,19229
Hernán Santana,Spain,26/08/1990,19230
Hernán Sosa,Argentina,16/02/1995,19231
Hernán Toledo,Argentina,17/01/1996,19232
Hernandez Robaina,Spain,12/12/45,19233
Hernanes,Brazil,29/05/1985,19234
Hernani,Brazil,27/03/1994,19235
Hernâni,Portugal,20/08/1991,19236
Herold Goulon,France,12/6/88,19237
Herolind Shala,Kosovo,1/2/92,19238
Herreros,Spain,18/12/1984,19239
Herson,Portugal,5/1/97,19240
Hervaine Moukam,France,24/05/1994,19241
Hervé Arsène,Madagascar,30/10/1963,19242
Hervé Epitaux,Switzerland,19/02/1996,19243
Herve Flores,France,15/03/1956,19244
Hervé Gandolfi,France,20/09/1963,19245
Herve Houlmont,Belgium,21/12/1975,19246
Hervé Kalenga,Belgium,17/11/1982,19247
Herve Koivogui,France,TBD,19248
Herve Matthys,Belgium,19/01/1996,19249
Herve Matthys,Belgium,19/01/1996,19250
Herve Mianga Ndonga,Congo,2/5/92,19251
Hervé Oussalé,Burkina Faso,16/06/1988,19252
Hervé Pepe-Ngoma,Germany,8/4/96,19253
Hervenogi Unzola,Germany,3/5/92,19254
Hervin Ongenda,France,24/06/1995,19255
Herwig Kircher,Austria,18/03/1955,19256
Hesham Mohamed,Egypt,3/1/90,19257
Heurelho Gomes,Brazil,37,19258
Heviel Cordovés,Cuba,10/11/89,19259
Heyreel Saravia,Costa Rica,6/10/92,19260
Hiago,Brazil,4/11/97,19261
Hicham Benkaid,Morocco,26/04/1990,19262
Hicham Boussefiane,Morocco,9/1/98,19263
Hicham Faik,Netherlands,19/03/1992,19264
Hicham Kanis,Italy,16/08/1997,19265
Hicham Khaloua,Morocco,7/5/95,19266
Hicham Mahou,France,2/7/99,19267
Hicham Mahou,France,2/7/99,19268
Hichani Himoonde,Zambia,1/8/86,19269
Hidde Jurjus,Netherlands,9/2/94,19270
Hidde ter Avest,Netherlands,20/05/1997,19271
Hideaki Kitajima,Japan,23/05/1978,19272
Hidekazu Otani,Japan,6/11/84,19273
Hieronim Barczak,Poland,27/08/1953,19274
Hieronim Gierszewski,Poland,13/07/1996,19275
Higinio Marín,Spain,19/10/1993,19276
Higinio Vilches,Spain,6/11/82,19277
Higón,Spain,22/05/1991,19278
Hijiri Onaga,Japan,23/02/1995,19279
Hilal Ben Moussa,Netherlands,22/05/1992,19280
Hilal Mohammed,Qatar,25/03/1993,19281
Hilario Munoz,France,21/04/1983,19282
Hilary Carlyle,Ireland,20/08/1954,19283
Hilde Gunn Olsen,Norway,2/3/92,19284
Hildeberto Pereira,Portugal,2/3/96,19285
Hillel Soudani,Algeria,25/11/1987,19286
Hilmar Hardarson,Iceland,23/11/1959,19287
Hilmar Hjalmarsson,Iceland,TBD,19288
Hilmar Sighvatsson,Iceland,1/1/59,19289
Hilton,Brazil,13/09/1977,19290
Hinata Miyazawa,Japan,28/11/1999,19291
Hippolyte Famkem,France,TBD,19292
Hiraç Yagan,Armenia,3/1/89,19293
Hiram Boateng,England,8/1/96,19294
Hiram Mier,Mexico,25/08/1989,19295
Hirofumi Watanabe,Japan,7/7/87,19296
Hirokane,Hong Kong,31/01/1998,19297
Hiroki Abe,Japan,28/01/1999,19298
Hiroki Mizumoto,Japan,12/9/85,19299
Hiroki Sakai,Japan,12/4/90,19300
Hiroki Yamada,Japan,27/12/1988,19301
Hironori Ishikawa,Japan,6/1/88,19302
Hiroshi Ibusuki,Japan,27/02/1991,19303
Hiroshi Kiyotake,Japan,12/11/89,19304
Hirotaka Mita,Japan,14/09/1990,19305
Hirving Lozano,Mexico,30/07/1995,19306
Hisashi Ohashi,Japan,1/12/96,19307
Hisato Sato,Japan,12/3/82,19308
Hisham Kamal,Qatar,1/1/94,19309
Hitoshi Sogahata,Japan,2/8/79,19310
Hjalte Nørregaard,Denmark,8/4/81,19311
Hjörtur Hermannsson,Iceland,8/2/95,19312
Hjörtur Zakariasson,Iceland,1/11/49,19313
Hlompho Kekana,South Africa,23/05/1985,19314
Hobie Verhulst,Netherlands,2/4/93,19315
Hocine Ragued,Tunisia,11/2/83,19316
Hodei Mendinueta,Spain,23/01/1986,19317
Hodei Oleaga,Spain,29/12/1996,19318
Hogan Ephraim,England,31/03/1988,19319
Hokuto Nakamura,Japan,10/7/85,19320
Holger Badstuber,Germany,13/03/1989,19321
Holger Bahra,Germany,20/03/1958,19322
Holger Brück,Germany,30/09/1947,19323
Holger Erler,Germany,21/03/1950,19324
Holger Hieronymus,Germany,22/02/1959,19325
Hólger Matamoros,Ecuador,4/1/85,19326
Holger Trimhold,Germany,13/06/1953,19327
Holger Willmer,Germany,25/09/1958,19328
Holly Tshimanga,Belgium,25/04/1997,19329
Holmar Örn Eyjolfsson,Iceland,6/8/90,19330
Holmbert Fridjonsson,Iceland,19/04/1993,19331
Hong Chul,South Korea,17/09/1990,19332
Hong Jeong-ho,South Korea,12/8/89,19333
Hong Jeong-Nam,South Korea,21/05/1988,19334
Hong Lim Lee,Hong Kong,29/09/1983,19335
Hong Soon-Hak,South Korea,19/09/1980,19336
Honoka Hayashi,Japan,19/05/1998,19337
Honorio,Spain,23/05/1980,19338
Hope Akpan,Nigeria,14/08/1991,19339
Hope Knight,England,TBD,19340
Horacio Benincasa,Peru,11/4/94,19341
Horacio Carbonari,Argentina,2/5/74,19342
Horacio Cervantes,Mexico,17/10/1981,19343
Horacio Torres,Mexico,15/05/1999,19344
Horatio Hirst,England,TBD,19345
Hördur Kári Jóhannesson,Iceland,8/11/54,19346
Hördur Magnússon,Iceland,11/2/93,19347
Hordur Ragnarsson,Iceland,13/10/1950,19348
Horea Popa,Romania,TBD,19349
Horst Bertl,Germany,24/03/1947,19350
Horst Bertram,Germany,16/11/1948,19351
Horst Binder,Austria,17/10/1962,19352
Horst Blankenburg,Germany,10/7/47,19353
Horst Freund,Germany,28/09/1960,19354
Horst Heese,Germany,31/12/1943,19355
Horst Hrubesch,Germany,17/04/1951,19356
Horst Krautzig,Germany,6/6/52,19357
Horst Missfeld,Austria,13/01/1949,19358
Horst Rau,Germany,9/1/49,19359
Horst Siegl,Czech Republic,15/02/1969,19360
Horst Wolter,Germany,8/6/42,19361
Hosam Aiesh,Sweden,14/04/1995,19362
Hosni Fathi,Egypt,19/03/1989,19363
Hossam Ashour,Egypt,9/3/86,19364
Hossam Ghaly,Egypt,15/12/1981,19365
Hossam Paolo,Egypt,15/11/1983,19366
Hotaru Yamaguchi,Japan,6/10/90,19367
Hou Sen,China,30/06/1989,19368
Houcine Rabii,Tunisia,8/11/91,19369
Houssein Marega,France,16/11/1987,19370
Houssem Aouar,France,30/06/1998,19371
Houssem Gatfia,Tunisia,TBD,19372
Houssine Benali,Morocco,15/08/1969,19373
Houssine Kharja,Morocco,9/11/82,19374
Hovhannes Goharyan,Armenia,18/03/1988,19375
Hovhannes Hambardzumyan,Armenia,4/10/90,19376
Hovhannes Zanazanyan,Armenia,10/12/46,19377
Howard Hall,England,29/09/1988,19378
Howard Newton,Guyana,16/03/1982,19379
Hoyos,Spain,15/02/1989,19380
Hristijan Denkovski,Macedonia,15/04/1994,19381
Hristo Belchev,Bulgaria,5/7/51,19382
Hristo Bonev,Bulgaria,3/2/47,19383
Hristo Spasov,Bulgaria,13/06/1988,19384
Hristo Stamov,Bulgaria,2/1/94,19385
Hristo Stoichkov,Bulgaria,8/2/66,19386
Hristo Todorov,Bulgaria,14/11/1947,19387
Hristo Vidakovic,Bosnia And Herzegovina,5/1/69,19388
Hristo Yanev,Bulgaria,4/5/79,19389
Hristo Yovov,Bulgaria,4/11/77,19390
Hristo Zlatinski,Bulgaria,22/01/1985,19391
Hristos Ardizoglou,Greece,25/03/1953,19392
Hristos Terzanidis,Greece,13/02/1945,19393
Hristu Chiacu,Romania,6/9/86,19394
Hrvoje Milic,Croatia,10/5/89,19395
Hu Bowen,China,20/01/1994,19396
Hu Qiling,China,19/07/1987,19397
Hu Weiwei,China,3/3/93,19398
Huang Bowen,China,13/07/1987,19399
Huang Yang,Hong Kong,19/10/1983,19400
Hubert Adamczyk,Poland,23/02/1998,19401
Hubert Baumgartner,Austria,25/02/1955,19402
Hubert Cordiez,Belgium,5/12/54,19403
Hubert Graczyk,Poland,28/02/2003,19404
Hubert Meunier,Luxembourg,14/12/1959,19405
Hubert Wimmer,Austria,13/02/1962,19406
Hubert Wolakiewicz,Poland,21/10/1985,19407
Hüdai Dogu,Turkey,TBD,19408
Hugh Alexander Dixon,United States,7/2/90,19409
Hugh Atkinson,Ireland,8/11/60,19410
Hugh Burns,Scotland,13/12/1965,19411
Hugh Strachan,Scotland,8/3/40,19412
Hughwizzy,England,TBD,19413
Hugo,Spain,9/7/89,19414
Hugo,Brazil,27/10/1982,19415
Hugo Aguado San Julián,Spain,28/12/1988,19416
Hugo Aine,France,11/12/95,19417
Hugo Alcántara,Brazil,28/07/1979,19418
Hugo Almeida,Portugal,23/05/1984,19419
Hugo Álvarez,Spain,21/06/1985,19420
Hugo Andersson,Sweden,1/1/99,19421
Hugo Anger,France,TBD,19422
Hugo Arellano,United States,5/3/98,19423
Hugo Audiger,France,TBD,19424
Hugo Ayala,Mexico,31/03/1987,19425
Hugo Baez,Paraguay,24/07/1983,19426
Hugo Bargas,Argentina,22/10/1986,19427
Hugo Broos,Belgium,10/4/52,19428
Hugo Campagnaro,Argentina,27/06/1980,19429
Hugo Cardoso,Portugal,11/4/99,19430
Hugo Colace,Argentina,6/1/84,19431
Hugo Cuypers,Belgium,7/2/97,19432
Hugo Davoust,France,11/1/00,19433
Hugo Diaz,Spain,9/2/97,19434
Hugo Díaz,Spain,9/2/88,19435
Hugo Dorrego,Uruguay,9/3/95,19436
Hugo Duro,Spain,10/11/99,19437
Hugo Eyre,Spain,7/5/94,19438
Hugo Fernandez,Spain,30/11/1993,19439
Hugo Fraile,Spain,16/03/1987,19440
Hugo García,Spain,6/7/89,19441
Hugo Gomes,Brazil,4/1/95,19442
Hugo González,Mexico,1/8/90,19443
Hugo Guichard,France,16/05/1992,19444
Hugo Guillamón,Spain,31/01/2000,19445
Hugo Hovenkamp,Netherlands,5/10/50,19446
Hugo Ibarra,Argentina,1/4/74,19447
Hugo Jinkinson,England,TBD,19448
Hugo Keto,Finland,9/2/98,19449
Hugo Leal,Portugal,21/05/1980,19450
Hugo Lechevalier,France,TBD,19451
Hugo Leroux,France,1/7/92,19452
Hugo Lloris,France,32,19453
Hugo Logan,England,21/09/1998,19454
Hugo López,Spain,15/05/1988,19455
Hugo Malenfant,France,TBD,19456
Hugo Mallo,Spain,22/06/1991,19457
Hugo Meléndez,Mexico,29/06/1984,19458
Hugo Pieters,Belgium,10/5/53,19459
Hugo Porfirio,Portugal,28/09/1973,19460
Hugo Rama,Spain,22/11/1996,19461
Hugo Rodallega,Colombia,25/07/1985,19462
Hugo Rodriguez,France,2/4/91,19463
Hugo Rodríguez,Spain,30/12/1989,19464
Hugo Roussey,France,2/1/97,19465
Hugo Sanchez,Mexico,11/7/58,19466
Hugo Skepelhorn,England,TBD,19467
Hugo Sydonie,France,TBD,19468
Hugo Vallejo,Spain,15/02/2000,19469
Hugo Ventura,Portugal,14/01/1988,19470
Hugo Viana,Portugal,15/01/1983,19471
Hugo Vieira,Portugal,25/07/1988,19472
Hugo Vitienes,Spain,25/06/1991,19473
Hugo Warhurst,England,TBD,19474
Huh Jung-Moo,South Korea,13/01/1955,19475
Hulk,Brazil,25/07/1986,19476
Humaid Ahmed,United Arab Emirates,7/2/88,19477
Humberto Coelho,Portugal,20/04/1950,19478
Humberto Osorio,Colombia,24/06/1988,19479
Humberto Suazo,Chile,10/5/81,19480
Humood Al Yazeedi,Qatar,28/05/1988,19481
Hunter Freeman,United States,8/1/85,19482
Hunter Gorskie,United States,27/06/1991,19483
Hurshit Lutfullaev,Kyrgyzstan,8/1/83,19484
Hursut Meric,Netherlands,31/07/1983,19485
Hüsamettin Gökçen,Turkey,24/06/1959,19486
Huseyin Altug Tas,Turkey,10/1/96,19487
Huseyin Cimsir,Turkey,26/05/1979,19488
Huseyin Dogan,Netherlands,22/01/1994,19489
Huseyin Eray Karatas,Turkey,13/07/1998,19490
Huseyin Seyligli,Turkey,19/01/1999,19491
Huseyin Turkmen,Turkey,1/1/98,19492
Huseyin Yilmaz,Turkey,17/01/1996,19493
Hüseyn Kayikçi,Turkey,16/07/1992,19494
Husref Musemic,Bosnia And Herzegovina,4/7/61,19495
Husrev Kop,Turkey,10/7/91,19496
Hussain Al Moussawi,Kuwait,11/7/88,19497
Hussain Al Shammari,Kuwait,TBD,19498
Hussain Al-Mogahwi,Saudi Arabia,24/03/1988,19499
Hussain Fadhel,Kuwait,9/10/84,19500
Hussain Hakem,Kuwait,15/10/1981,19501
Hussein El Shahat,Egypt,21/06/1992,19502
Hussein El-Sayed,Egypt,18/09/1991,19503
Hussein Heidari,England,TBD,19504
Hussein Mohammed,England,20/11/1996,19505
Huub Stevens,Netherlands,29/11/1953,19506
Huw Johnson,England,22/06/1993,19507
Hwang Byeong-Geun,South Korea,14/06/1994,19508
Hwang Hee-Chan,South Korea,26/01/1996,19509
Hwang Seok-Ho,South Korea,27/06/1989,19510
Hygor,Brazil,13/08/1992,19511
Hyuga Tanner,Australia,15/04/1997,19512
Hyuk Jung,South Korea,21/05/1986,19513
Hyum-Jin Lee,South Korea,TBD,19514
Iacopo La Rocca,Italy,17/02/1984,19515
Iago,Spain,23/02/1984,19516
Iago Aspas,Spain,1/8/87,19517
Iago Beceiro,Spain,15/03/1993,19518
Iago Bouzón,Spain,17/03/1983,19519
Iago Díaz,Spain,10/2/93,19520
Iago Falque,Spain,4/1/90,19521
Iago Herrerín,Spain,25/01/1988,19522
Iago Indias,Spain,3/1/96,19523
Iago López,Spain,3/9/92,19524
Iain Davidson,Scotland,14/01/1984,19525
Iain Dowie,Northern Ireland,9/1/65,19526
Iain Ferguson,Scotland,4/8/62,19527
Iain Howard,England,27/11/1987,19528
Iain Hume,Canada,30/10/1983,19529
Iain Jenkins,Northern Ireland,24/11/1972,19530
Iain Macleod,England,TBD,19531
Iain Munro,Scotland,24/08/1951,19532
Iain Murray,England,TBD,19533
Iain Phillip,Scotland,14/02/1951,19534
Iain Ramsay,Philippines,27/02/1988,19535
Iain Turner,Scotland,26/01/1984,19536
Ian Andrews,England,1/12/64,19537
Ían Arellano,Mexico,2/7/97,19538
Ian Ashbee,England,6/9/76,19539
Ian Baraclough,England,4/12/70,19540
Ian Bennett,England,10/10/71,19541
Ian Bishop,England,29/05/1965,19542
Ian Black,Scotland,14/03/1985,19543
Ian Brady,England,TBD,19544
Ian Breckin,England,24/07/1975,19545
Ian Brightwell,England,9/4/68,19546
Ian Brown,England,TBD,19547
Ian Bryson,Scotland,26/11/1962,19548
Ian Butterworth,England,25/01/1964,19549
Ian Callaghan,England,10/4/42,19550
Ian Carlo Poveda-Ocampo,England,18,19551
Ian Christianson,United States,6/3/91,19552
Ian Cox,Trinidad And Tobago,25/03/1971,19553
Ian Craney,England,21/07/1982,19554
Ian Crook,England,18/01/1963,19555
Ian Culverhouse,England,22/09/1964,19556
Ian Daly,Ireland,29/03/1990,19557
Ian Deakin,England,5/2/87,19558
Ian Dunbavin,England,27/05/1980,19559
Ian Durrant,Scotland,29/10/1966,19560
Ian Escobar,Argentina,29/05/1996,19561
Ian Evatt,England,19/11/1981,19562
Ian Feuer,United States,20/05/1971,19563
Ian Fuller,United States,31/08/1979,19564
Ian Gayle,Jamaica,23/10/1992,19565
Ian Gillard,England,9/10/50,19566
Ian González,Spain,11/2/93,19567
Ian Goodison,Jamaica,21/11/1972,19568
Ian Graham,England,4/2/87,19569
Ian Gray,Scotland,25/02/1975,19570
Ian Hair,Scotland,8/8/54,19571
Ian Hamilton,England,31/10/1950,19572
